name,latitude,longitude,is_similar
RDRnTMfmYfSiWLa,12.873426272892434,77.5921946937887,False
DkRreiaFouYeugQi,13.028659386729384,77.50803626398752,True
DkRreiaFouYeugQ,13.028495876891585,77.50866651128297,True
UhTpjPyNxMNPLTu,12.964336643381412,77.61389928547896,False
ZMBcVAKMKMvEWGe,13.080471963574963,77.54533922401212,False
FJPspVZZjtCpGhD,12.963957957891685,77.5837200103863,False
VVYyShvmxawkABS,12.99987048203448,77.55501223440146,False
FtLcazuLGZorHIp,12.904325943557756,77.56540885997418,False
QXhfUHXfnEuMLzK,12.869157461734234,77.55454982733838,False
MOevNigvbIPFlIw,12.905168032394233,77.5355798459731,False
yedOHCLujmIAmrw,12.875896286236395,77.53438207632158,False
yEBaScGavnPNhaO,12.98390380633271,77.67301245978192,False
gbxCPStfxHtqGPj,12.890110831870947,77.69536264026017,False
xUkXBAtfaYztalY,12.866617755019345,77.70629123406499,False
LkdKFkvwYOizHhG,13.07524687410115,77.67856557014484,False
aXvBGKUTNkPDxiFC,12.980733152028042,77.52556090482467,True
aXvBGKUTNkPDxiF,12.981675576082754,77.52547079308427,True
SdxKQfPDkfXEQK,12.9300119012902,77.64535691047556,True
SGdxKQfPDkfXEQK,12.929778624282552,77.64581473048007,True
rkWeIcJsMGhJvVj,12.909851255891247,77.58992158916205,False
faGJXWFYNHSPmtc,12.929430321928512,77.50693086836928,False
QZWPyfoWhsGVegx,12.961521794123197,77.57741532769106,False
gimvnlEtvGcieTP,12.858558717824383,77.5109453535563,False
kUeXLNDvRBgMgJ,12.902685707150813,77.46886736718902,True
kUeXLNDkvRBgMgJ,12.903632180722267,77.46820673983098,True
zMnIJyjWeDzIiFN,12.921842339897498,77.6929273744465,False
JJppBmEBESHHEKM,12.97348295810113,77.60259963365255,False
iLozbVApJSXmlET,12.886193657931258,77.73511735093368,False
qRkXfDsDXmkPhiV,13.064702966701422,77.49609751621796,False
djfMAJHQMwctzlr,12.865977089105556,77.71936637402595,False
aTVCnxWtroJHYze,12.908993466406608,77.56406845773755,False
KUDVyRreQFprfGM,13.052556859213947,77.49718136259126,False
oghZJueuCoOVFFb,12.885114665739929,77.52955419628107,False
qwyZbldyIiMwAtX,13.095235978047375,77.70128319630311,False
mdwjLVCzawRJRbF,12.988970331127083,77.66838578721922,False
ubwcOdJpSzYjTsq,12.955737528819505,77.61363584129509,False
tjMQLReAgmwYMHS,13.062249102271164,77.51225826728168,False
WVmetzSiurfiAUL,12.912561157517365,77.45269410198722,False
ozDTqvwhYQBROfD,13.05794786650627,77.49674734038459,False
kevkYpwoeByGkFr,12.942994116993807,77.54395972660689,False
dMUDcoSkcZbFKdV,12.876977716210854,77.65820070784042,False
kAbqVgEBpxFnneeo,12.9609750742182,77.57004911513958,True
kAbqVgEBpxFnnee,12.961413207268308,77.5701986714893,True
lTtlymCLWsWZWsVq,12.87696321330928,77.73722144896529,True
lTtlymCLWsWZWsV,12.876734974137625,77.73676928056967,True
iBRAngLgCvBRSdG,13.02433907672632,77.56113473638331,False
OQwFZvRDfaPmST,13.023596018993656,77.61059258513713,True
OQwFZvRDfaXPmST,13.022952201172007,77.61072905674307,True
phXvLqAWrLDZhtd,12.882688890768325,77.66603175839333,False
UHFkwweTReUSDKq,12.985068405516786,77.644001918419,False
NibgfyKYxNWbeKLg,12.913284860683058,77.64198736990933,True
NibgfyKYxNWbeKL,12.913891870741413,77.64292343726254,True
qJppelDtodtuwlS,13.065421730944058,77.69673169859486,False
oUvkVqDnWziwqkHa,12.860315387151598,77.7143775743037,True
oUvkVqDnWziwqkH,12.85951774445022,77.71387691147562,True
gJCMWixYCxiCsRi,12.890606168163076,77.45334686478998,False
AFqPgmEocwIFzLt,13.020305562227255,77.5442600086023,False
ToRGkjGtfriNKrG,13.076336636054206,77.5082574295252,False
uSpRTMsPPxpYrXYN,12.893467960567875,77.46530154187165,True
uSpRTMsPPxpYrXY,12.893056501237504,77.46607831104976,True
FWnMoObNBQumEbF,12.992600358225152,77.62052874789671,False
LXeVIjVTvcHGAuR,13.04168760924579,77.64935554543437,False
VbKDuThUkVhCEke,13.078606164277724,77.7223662971908,False
jpwlGIswRSROHnHt,13.0413161250691,77.55980602980698,True
jpwlGIswRSROHnH,13.041375542186174,77.55885515583745,True
iULvrIPjlCxIbaS,12.887756245970763,77.53659350005746,False
dqBETBbjtnmCjfyH,12.988600480293544,77.57209660370212,True
dqBETBbjtnmCjfy,12.988729396959902,77.5730175491244,True
nLZxHFpewcAGrx,12.863799004993828,77.6445252884224,True
nLZxHFpbewcAGrx,12.863857839760296,77.64525981346615,True
uvzKVBQcyXHtZVW,13.072817905036429,77.69625070264614,False
QzpbfuMOwCwbYwA,12.9240467148676,77.53196518120795,False
SHOpYBxDzUqDXVC,12.993881315442666,77.490472819496,False
ppNmjapNRDwzKSG,12.855773228585832,77.4635382285752,False
VDpxVLdUJWsrQRd,13.016537703333771,77.66186593930021,False
NIhGiaebgXkNTXz,12.903448960347603,77.61073602008587,False
vbzvUUZmcsYlSNW,12.996925421274756,77.60442642157506,False
tKPqearmjjeXJKF,12.860435533116888,77.68204501455031,False
tQJDehlAWgvqTVj,12.946383084712975,77.73090426762626,False
YlJipaMJEgYDLGL,12.855660930952936,77.70590251044901,False
sybMQAzuUVMldcW,12.923196081773847,77.73550458655778,False
kNhxxUpqqPJLmeh,12.900088937115903,77.52488980876971,False
DoogkGPglaOVapTC,13.041367049616436,77.68444569296669,True
DoogkGPglaOVapT,13.041282667497551,77.68541158942642,True
AfxToToeaPWvZWPw,13.047106620581305,77.60154707312995,True
AfxToToeaPWvZWP,13.047939981112282,77.60200775302715,True
oktOgZVpMgzkIoQ,13.0435234384504,77.60829812761374,False
dYtwXpiLZZGKyXp,12.918628289352752,77.60075689383656,False
NnvpamKFZgFAymr,12.956031520622656,77.74012492847581,False
epgERAsQdMmYvlWO,13.071556629798,77.47753799223393,True
epgERAsQdMmYvlW,13.071232120777262,77.47760892661283,True
OIuTonvpKemVxgj,13.00589489600269,77.44596756912635,False
cJsgpIDaapwLLzL,12.985372620688407,77.50694461983957,False
QGKQMGFUVAUvHwbi,12.956936676183368,77.70543799380077,True
QGKQMGFUVAUvHwb,12.957702860098651,77.70571513564552,True
xbqFuavSOQEbmvv,12.87397810072609,77.57244539745791,False
jXlmRpRPbcSCigw,12.888716682375655,77.68973237486811,False
zPSWlKdbuVOtkqR,13.01197463582547,77.6634152294553,False
ZxqUVgjukCQVYmT,12.93490366167268,77.72460942191499,False
cNiURThlENYskRGc,12.984760393104564,77.69799223313464,True
cNiURThlENYskRG,12.98379326762034,77.69712205599838,True
DBhEnsjgbbSoIUZY,13.072866889856384,77.46666114456406,True
DBhEnsjgbbSoIUZ,13.072764361338807,77.46578816770143,True
tNKXZupORAhTcLB,13.08963594037944,77.73822510633508,False
XfKIVKiFANgrzFL,12.92785866309319,77.5202284836594,False
eDSyWpjMyyocOyY,12.923348531347644,77.6777859617299,False
mMwvSDnetrjTSDh,12.956780061053566,77.47937813881859,False
kKcvnpZxEITgtWn,13.069205242417286,77.74304771295466,False
jsCAcWwwZaVQJWj,12.996603997740378,77.6732917286815,False
IpIbcehVaYtLLQH,13.036746311770452,77.49266374342837,False
UwyonqUKbSPzXSa,12.917993898622584,77.6033346325464,False
pXiQXYXRSplaDGz,12.90456522566418,77.5269870456673,False
BKDioYovhahsMLe,13.08510125727592,77.45277820218568,False
AxKufLnhldOPnv,12.865343457895348,77.52254096479727,True
AxKufWLnhldOPnv,12.86453358805387,77.52222343546472,True
NdDtvDjHpfaPiyH,12.885317731180356,77.6798333493538,False
zqRqksOVHZNxmRj,12.876307472750092,77.54438747922613,False
pttxSxLaIpzZxHx,13.074674598041211,77.57028659348619,False
KdTDLHVuPULRgFl,12.940810811369593,77.70197591904015,False
WWNOGyYeqfvkmmx,12.860928157946915,77.69970491145052,False
TOKCbBDbOFiAkeE,13.048584050055588,77.46829898047024,False
JIisjtNghRsdZr,13.037340469485128,77.556055789032,True
JKIisjtNghRsdZr,13.038002292899373,77.55518970910002,True
KMXYsjDVZBtjByM,12.964937116743272,77.64424296233474,False
wybMltMlRsyUSZUm,12.99332458298431,77.47070937109535,True
wybMltMlRsyUSZU,12.992645532787025,77.47036482863632,True
eZhnAOaNvkrmaZd,12.97645101507344,77.69596626361553,False
HhAfeqRCcyXQQMC,13.003310588595037,77.71872418395287,False
IUIUrQnxTdPuvgN,12.877380319595192,77.62435024384662,False
NvfVdgksiTNCgpF,12.897589395345712,77.72644443972894,False
LrmrIIpDnzxnKEfZ,13.020006910444373,77.63064690871603,True
LrmrIIpDnzxnKEf,13.019958540069586,77.63117946817779,True
JPDlSIxcnMvREbx,12.993784480687092,77.54732491896804,False
LGohaCXZoyALWDM,12.859828871196928,77.64417158385288,False
hsGOVBKAoXyAoNB,12.854450254586537,77.44794147108246,False
NjBuSQsdLLpocYw,12.91486517147418,77.62069407674497,False
XWyBWdhElXWkSsU,12.97371043441312,77.61435900074176,False
KLbWzaMSxQizCvS,12.866080525723588,77.6778206968997,False
jQWgMYpmzAHYzHe,12.945651780120432,77.48222520338571,False
KxRKKqiAJLYhYMB,12.960093389196809,77.69009933630142,False
xKYRkBITsRosvMx,12.957595206397286,77.65464293501037,False
NRfshQaysaMRWIA,12.864746145717993,77.47818832071141,False
joTFJKovMIUVQtvT,13.02408021173729,77.61917823277334,True
joTFJKovMIUVQtv,13.02313642694156,77.6188856392673,True
kpqhwoqJYWmaitW,13.08573377038932,77.49010419865816,False
UWPAOdWOoDDQLsI,12.941648937359348,77.54177971343692,False
IfCkjzOQKtbPJee,12.862181603204514,77.46421702618314,False
KdTUHUUKLYARyfX,12.992370716821002,77.69933522285154,False
fEvlCaVXFFuAHzk,13.0878617962132,77.55324619759426,False
lLKnbTkIlrLJifE,12.88152577605366,77.46534213158606,False
GVuGPdbPLNDBxgc,13.082620353557733,77.67532087942362,False
UAuIbMnrqHgViZv,12.942065728480124,77.73847981478065,False
ukAcnnNJEQJefQP,13.060270998801476,77.656210474125,False
ArnQxoKYkDZyFatX,13.050048880465722,77.61627522926547,True
ArnQxoKYkDZyFat,13.050933020153586,77.61541489644745,True
ooeqqlxEaLOhdIr,12.955848113423874,77.57710088020065,False
OAAObErlxdVkOet,12.912617786795586,77.64010510097604,False
hefDlnEonRQwJmB,13.088860515192447,77.62559194175351,False
CnRfsPRFUuNJhw,12.926325962044828,77.61283746633481,True
CnRfsPRFUuNJhAw,12.925830489138152,77.61288427596799,True
ryFAGHHkenZGxjN,13.05390596129051,77.68370116303475,False
dtMmdVfCfDeIbiL,12.869230061023067,77.63807033999299,False
jpHAiXjdJjPimTc,12.968524843386168,77.5889061618351,False
AtAdbtgwGLoFlic,12.87193944546078,77.5981432201486,False
NRWiVJWuPOCeZVU,12.980145232405622,77.59174941119585,False
BQpBtdNGIRjYTRUm,12.8561194508244,77.69788928872615,True
BQpBtdNGIRjYTRU,12.856367845397632,77.69812096038447,True
sSoPpXKpdFYXxHF,13.074672612327694,77.45991592136482,False
glFalYEzWEsaqSX,13.02371107013222,77.54687108462714,False
JdJPAWxkuCCAKrx,13.095226718940271,77.7350317576778,False
qNgKGyXMCehfNnW,12.953014246057304,77.54120877680218,False
dzuXQcYlKqAjgZJ,12.920542628513248,77.58031382985547,False
tnEYDnFDJouBjHY,13.091079884468552,77.65082670257753,False
lWndPrbYBwtVjA,12.948789513033107,77.65649654635507,True
lWndPrbYBwtVjAU,12.94874788759558,77.65738603952238,True
EkkrUCSmBLTSTz,12.97266173928224,77.66617967948828,True
EkkrUCSmBLTSTzC,12.97227366105218,77.66638536493184,True
fsQDbbsUZCWicXN,13.05937872081814,77.59086556244421,False
hwqgDBUcZbgmHxzw,12.9838044455549,77.62490628721899,True
hwqgDBUcZbgmHxz,12.98325809316214,77.62456361199615,True
KFAzSYSuqRxBxBz,12.938626021188425,77.5008422388505,False
TadhTexQbIhorfb,12.873641879792304,77.63736943172368,False
pXRWmAVyotyqYtH,13.07641664527941,77.54604293507771,False
UlwrkwvpctzsLBG,13.02933631899468,77.51380417011072,False
RciNFriZVRkMnhL,12.95972503560298,77.6520054314993,False
tSPaHnvEbJJEjru,12.864781175259758,77.51605084206672,False
wdsAMecxiDrAamd,13.026272913134571,77.69457204498492,False
UDwbAQBMeUPfXca,13.01178860958911,77.49533129620495,False
FFPXMGtUqxDXodv,12.943048093294951,77.6117946792802,False
OhHSbmTBeTbmTKz,13.0041429909131,77.57626910736319,False
kcLzdPeCnkqlhlv,12.88916236825773,77.46684160282129,False
kJwjWmAbRrpSeFW,13.049015322648197,77.70099857968026,False
BQyMXKoPTHzzoZm,12.862253188678062,77.69304177577604,False
ExGKmWBmEbrgrzX,12.862223734334902,77.48145978294608,False
acketlKpXhcGiMcw,13.022900912404197,77.72603844658217,True
acketlKpXhcGiMc,13.023813559447447,77.72701595285761,True
yOmcagHtiMsceOH,12.921329814302062,77.65404871111215,False
zsXGztDGTiYIiKk,13.0028379497566,77.67110015790284,False
biSfdxNiyizULhFr,13.014058430176547,77.68870919389487,True
biSfdxNiyizULhF,13.014668107435602,77.68940311761234,True
KqNJrejuJqrVjwan,12.881502467901583,77.651931183901,True
KqNJrejuJqrVjwa,12.88202623318066,77.65240043155025,True
GDVQKUQtzFJBWkY,13.00233717353651,77.71554150170374,False
JwWgwFfCibUbkmx,12.921253237963857,77.65875185329628,False
vKPmBXuxEARXlZg,13.08375499578768,77.73490608622076,False
hGTRCNOMzcyxMag,12.94248034416279,77.6863718447919,False
KmyDmxIapLOKhiW,12.85930043118904,77.62225386336692,False
oPsIbIGTAWgckJf,12.875932506270509,77.68085992283225,False
WWPDDTjjKNMDtap,12.941760278407502,77.54600123669374,False
hiYBsWslVlovoPY,13.035150143983053,77.71643425949962,False
lYSgWGNZnYmBGDF,12.984034930524128,77.63529443607555,False
kqWIMeaoZrwqGW,12.880450079912151,77.71691688742465,True
kqWIdMeaoZrwqGW,12.880257101540009,77.71619509732918,True
IWHcGBYNHUYKZOJ,12.967795840141378,77.46720126913056,False
zhaWaYdsRLmTooJ,12.988959488362129,77.52393824459799,False
hDZCNhmjBxZkXDv,13.047809700233993,77.66422930668637,False
HFdKKRkHUmdOVqw,13.00340552138041,77.62266594427153,False
rGkCicxdHNhBRWc,13.071465324803423,77.44629196576336,False
ccfGqYGPOcwLBwZ,12.911427271292458,77.56110917337057,False
IXkWqTDSNvXiafO,13.094701156635042,77.64107442540937,False
HLuSmtUuvqhoyMY,13.062125588632744,77.50885443333213,False
OdlpurLXUGhiCaS,12.933610264850335,77.6141503404373,False
kLjDePipuNdQYRY,12.866478938467486,77.58657476451842,False
nvdUvfplxjiPYGLK,12.936271323326196,77.55350704824914,True
nvdUvfplxjiPYGL,12.935942067948242,77.55277629852074,True
wyahFihpVcSJdck,12.999274753895047,77.55183662910922,False
jsvMAeBSSLnbfSv,12.88161616722303,77.45850959145827,False
docNiWIhtusveKq,13.09073737309692,77.65700944161512,False
OqJijwWCfiglkf,12.995647938492295,77.72774753400029,True
OqJijwWCfigslkf,12.996545517087128,77.72680079196536,True
hTEBAWYvcKuAvNuA,13.040510542117008,77.44930125130489,True
hTEBAWYvcKuAvNu,13.040691830321908,77.44958029828143,True
XNerJTBBvYyqRNc,12.9024870061424,77.45840395727625,False
PfbzjRwwQMklEiD,12.89796523051202,77.7399753856908,False
CYuBtPCgDJFWZz,12.871993340685457,77.50966818349103,True
CYuBtPCgDJFWZLz,12.87297277725915,77.5092097432339,True
LOgdSCRsXuMQLJ,12.967836570531569,77.52564738467736,True
LOgNdSCRsXuMQLJ,12.968423492485426,77.5263591647188,True
NKPftpjZlAggUCv,12.931736486920368,77.48186012999109,False
bgRZHJqNIwPCuMI,13.067655108488085,77.63704130975269,False
ZAJnKCFBinARdsn,13.00164404829794,77.62958002219757,False
ZWJQYMoZEoklxce,12.863074968569457,77.71872802096837,False
JSYIWDDWPYOeWqO,12.877933850460602,77.48893867737064,False
VKbZbsWmEVpAxYQ,12.855694421005415,77.66597271056196,False
wRehcKJMtKwLNkl,12.978727056534876,77.56493962640232,False
KjfmIWbZbjJvRHL,12.905581581460352,77.7081927898423,False
ElUlHRrHhaEfcxX,13.009394151552245,77.62518681170839,False
biQyPcWBIzkwZDl,12.875187089600148,77.64271436862619,False
tbmgCjpsBBaQtEq,12.987291080653057,77.68729160943059,False
GJwyCyMNEySoQlS,12.897874314647195,77.71540553405434,False
UmJKGtRBtZMvAiH,12.946085269735786,77.56985893843552,False
iFmSXJZYvhzcuQL,13.096715206797793,77.73976603229612,False
HHfmFmqtRRrFqud,13.050586774712908,77.60248186504988,False
UdmPbaSQHXYUjXZ,12.905612725851448,77.53067755007163,False
RZXzrxjpGnUnpzq,12.879337510490284,77.66047713956009,False
owcPWlILgqCOtpM,12.885201957566672,77.58790442629811,False
jOJWONdYjTcSjyj,12.928280744405551,77.49802359939844,False
cKuUcmOiFdoBYHZ,12.860238236120928,77.53468606046233,False
SvtadFcxZZhZmXf,13.060814831284784,77.5237514701282,False
oLLotcExJdQqFbd,13.06051125222901,77.6900964266167,False
ikONQSMkWmihgjP,12.884131183320212,77.44672143023804,False
FkgmdXfQWFLiMCw,12.990572001910747,77.5568528047748,False
KmmBqkaneOFwVfW,12.88258121248434,77.51129916237748,False
qyYbtMGMOuVbnxA,12.921870378885348,77.58995304900085,False
btzGHZDqWolXMWe,13.088532624318292,77.55927265920825,False
vfSyjUIajJLcGeu,12.977211745362393,77.47490206122878,False
GfSfNIaFCpgpBes,12.88060336993844,77.66553239263794,False
PJzoRUmbXOEGjGH,13.07758505498536,77.62937571414975,False
DixjOhqtvAdiSWg,12.90307644927818,77.73529386358086,False
ZbRlYFHJZlemlcg,12.860410715374512,77.70126409548934,False
bVWuJHPDKrkGyqG,13.00562174416363,77.47403696367965,False
WEeegLYYvdQftC,12.97894562093194,77.67529067882526,True
WEeeTgLYYvdQftC,12.979512285181071,77.67509941857045,True
ytuqkpYPdwphopm,13.023699424215256,77.52356916803753,False
YfxWxCKlmeOQrN,12.995737723240692,77.46042724936811,True
YfxWxCKllmeOQrN,12.996578909171006,77.46102703189466,True
MrjYiKFDVosaAjL,13.086560816939032,77.70122879797715,False
qdUtWNBvbtuZnil,12.947872807626844,77.4770501064582,False
DBDGxHfguqOEbop,12.988645818816542,77.53089514334232,False
CLUfDxWsNRlwZHg,13.043459194236014,77.60418237459251,False
OCLSBShQbPRvpgU,13.032857032495604,77.49677651709341,False
YfiGoOwmnQLyjRi,12.906931821134114,77.54691737056216,False
YApDJtqauwNgAHN,12.93203102300669,77.73580675858881,False
oEJllKszAxQaEaY,13.020546758780547,77.5931312983971,False
QkMhLEJVsvkOWIp,12.948942450749657,77.50384471772102,False
VLHkwWryfdbdhHN,13.041372358779812,77.50291044144336,False
woLNuGHIyFutqqT,13.030830271968986,77.68109204927613,False
ttjpAppqdIOtlgFD,13.00777610347502,77.53102153073158,True
ttjpAppqdIOtlgF,13.008681418475398,77.53104197377067,True
mZYydyyDPPpPzuvQ,13.081970319072475,77.64048600586894,True
mZYydyyDPPpPzuv,13.082611478813291,77.64135173922654,True
iUcpSxGJjDRaZCq,13.06963089656738,77.70391190546917,False
KdxeZrLpKWPOHiO,13.04868728301752,77.4603651866623,False
DiAlBOqofqXTfiT,13.061330598983483,77.65465874383648,False
qYiNGLQDcCBbBNr,12.853504814210924,77.54323261990245,False
bzzaIJThXyJXbor,12.856242552156216,77.54152273365084,False
nrfjoBfdogrQQxd,12.93277823404058,77.57048618248045,False
QkwzQyaQqYbgzoP,12.930001031187972,77.5111738259859,False
cgWUWBJqaVrOolO,13.085766459539768,77.65233988776347,False
eZVvqYradDFHGWy,13.062307813326989,77.49254697530905,False
InXyxxYvuOtrwxBz,12.959026230876434,77.45580672878855,True
InXyxxYvuOtrwxB,12.959393805006028,77.4551648807429,True
jJVysWnvThEfVN,13.08383291707718,77.7225306781199,True
jEJVysWnvThEfVN,13.084566707224695,77.72250141649225,True
QcmbKHLRVzKopHoz,13.09475997477985,77.54369528765183,True
QcmbKHLRVzKopHo,13.09444933031956,77.5446840225588,True
uOfuqQKCfUvxLHzl,13.028646743711718,77.54081547085381,True
uOfuqQKCfUvxLHz,13.028152795007465,77.5401814132808,True
ZqvgwmPEoXzgQv,12.88636709348197,77.57976962571708,True
ZlqvgwmPEoXzgQv,12.887177567085196,77.58021503223337,True
yLlHSCHUezLTStAe,13.004264576622074,77.56316645808795,True
yLlHSCHUezLTStA,13.004859567971828,77.56383840233818,True
CrCgXFmgUzERwQn,13.0712862742982,77.5473429839044,False
zpVccYFOysOPBb,12.952581272261009,77.59260230889464,True
zpVccYFOcysOPBb,12.95173791816718,77.5924337409394,True
bbyIrLxZerivvyH,12.909540111736163,77.73538139129816,False
OhvhIuhUeIhJVxE,12.8666725004145,77.65034938717764,False
OlBYPNYBsPdUWIL,13.03715708517685,77.6193845659269,False
jAuCBcIOebjPtL,13.068043114409562,77.58078352093078,True
jAuCBcIOJebjPtL,13.068513832472346,77.58094941255723,True
SPGFVLoTKeaphGl,13.07265733459942,77.60297409013289,False
LQfhhHnoOZxXJZE,13.089957257233053,77.69899532846183,False
NjvldpTqMFjNvMv,13.01961150467799,77.61659044724574,False
UHvHflhMWGpvEzuo,12.926823676619389,77.58184943586507,True
UHvHflhMWGpvEzu,12.925973954751749,77.5815832823657,True
jPKsYKmnRlcIteL,12.96581469336097,77.5269333927206,False
BoJCqoJklxplftqF,13.04119265108171,77.47023634589236,True
BoJCqoJklxplftq,13.041767170437144,77.47074862380704,True
YWceWqRLvizUsFW,13.006894686743175,77.57664270567749,False
abPUkveuBTZyvNQ,13.027664847425886,77.68831148502451,False
eXmTPoTnqAZhYnV,12.980829220717792,77.67176533193587,False
xSqLSOLKrljikUy,13.09303929372572,77.5040550775161,False
tlRKGSfyXpdnszG,12.987105940751633,77.6675700141708,False
riKAKZfpzWWgqEC,12.888148074058355,77.49578211490498,False
UaNAjlVwovchJv,12.857767444414067,77.55587183813707,True
UaNAjlVmwovchJv,12.857468690240426,77.55611115267352,True
SYgrIhsaCxBHBh,12.925228694522502,77.53493872611567,True
SYgOrIhsaCxBHBh,12.92609060825365,77.53502269361812,True
RXWHxGrDCilrNTm,12.878184565201378,77.67181095732555,False
LUCJDdIUoXjSdke,12.991290921629334,77.46277796989571,False
GGyIQNLuyQuVsao,12.976873314072744,77.67744447070262,False
kjLLmhjgfgWBGfn,13.078424846022434,77.60425564179276,False
wWunSrwPQqAqciY,13.004949913349392,77.59111131421943,False
ZfPuYUtJPaAyrzw,12.853371834698338,77.62566124238208,False
lFiZgUTsYsmCcve,12.906391780256648,77.7326947953712,False
YAsqEAHoRqfIXEu,12.891257378855991,77.63532350212812,False
EYSEhwhuWVPoNFe,13.092268276719906,77.62601494566229,False
zdSedwsmTjFbTRq,12.901460082871486,77.7391517852236,False
XbOtjZlbsSqrrYRV,13.092552190651489,77.52968714999449,True
XbOtjZlbsSqrrYR,13.092026407912927,77.53052606656772,True
cwPnQlblARQNxgc,12.919368332629396,77.47650191099304,False
TAevJytephHIrIRM,13.018302469482109,77.65401141826068,True
TAevJytephHIrIR,13.018549738860244,77.65474959636333,True
uRUXGHDRExEeeHb,12.879764527270344,77.73931861222104,False
